,Max,InitialPop,Sampling,PCREfficiency,PolymeraseError
61,0.0005377152311887281,2785,0.001,0.8,1e-6
62,0.0005519370057825775,2785,0.001,0.8,1e-6
63,0.0007116462383944974,2785,0.001,0.8,1e-6
64,0.0005909003374002465,2785,0.001,0.8,1e-6
65,0.0006942977572729773,2785,0.001,0.8,1e-6
66,0.0007066277741317088,2785,0.001,0.8,1e-6
67,0.0006612441755067603,2785,0.001,0.8,1e-6
68,0.0005790305114681926,2785,0.001,0.8,1e-6
69,0.000534705170970315,2785,0.001,0.8,1e-6
70,0.0006846624783543889,2785,0.001,0.8,1e-6
71,0.0006116406020181788,2785,0.001,0.8,1e-6
72,0.0017171074875902022,2785,0.001,0.8,1e-6
73,0.0007014789843786698,2785,0.001,0.8,1e-6
74,0.0009425726623516375,2785,0.001,0.8,1e-6
75,0.0004522206785494618,2785,0.001,0.8,1e-6
76,0.0007970500398790523,2785,0.001,0.8,1e-6
77,0.0010181743882458412,2785,0.001,0.8,1e-6
78,0.0008117924816204127,2785,0.001,0.8,1e-6
79,0.0005218115699165659,2785,0.001,0.8,1e-6
80,0.0007541758719313472,2785,0.001,0.8,1e-6
81,0.0011315143669870787,2785,0.001,0.8,1e-6
82,0.0007985407733804594,2785,0.001,0.8,1e-6
83,0.0004606185867951866,2785,0.001,0.8,1e-6
84,0.000926691880109883,2785,0.001,0.8,1e-6
85,0.0009131519225582345,2785,0.001,0.8,1e-6
86,0.0009069803436244776,2785,0.001,0.8,1e-6
87,0.0007999425947344038,2785,0.001,0.8,1e-6
88,0.0007466974217203715,2785,0.001,0.8,1e-6
89,0.0004957883107241288,2785,0.001,0.8,1e-6
90,0.0014224198798397142,2785,0.001,0.8,1e-6
91,0.0006401902589392494,2785,0.001,0.8,1e-6
92,0.0006811545010981116,2785,0.001,0.8,1e-6
93,0.0011631841803992416,2785,0.001,0.8,1e-6
94,0.0010060614053983689,2785,0.001,0.8,1e-6
95,0.0008848193159783662,2785,0.001,0.8,1e-6
96,0.0009140020049274404,2785,0.001,0.8,1e-6
97,0.0007081871586751348,2785,0.001,0.8,1e-6
98,0.0004812302263587483,2785,0.001,0.8,1e-6
99,0.0012138412759298358,2785,0.001,0.8,1e-6
100,0.0010672920568678022,13927,0.0005,0.9,1e-5
101,0.0011006909945941391,13927,0.0005,0.9,1e-5
102,0.001067819079501061,13927,0.0005,0.9,1e-5
103,0.0010393396889453572,13927,0.0005,0.9,1e-5
104,0.0016341036464839356,13927,0.0005,0.9,1e-5
105,0.001157441224886374,13927,0.0005,0.9,1e-5
106,0.001111994801531842,13927,0.0005,0.9,1e-5
107,0.0011289839084592768,13927,0.0005,0.9,1e-5
108,0.00144601469609504,13927,0.0005,0.9,1e-5
109,0.0009615885019957437,13927,0.0005,0.9,1e-5
110,0.0011390388385704967,13927,0.0005,0.9,1e-5
111,0.0011905827112524672,13927,0.0005,0.9,1e-5
112,0.0011075283204785274,13927,0.0005,0.9,1e-5
113,0.0010215490324764428,13927,0.0005,0.9,1e-5
114,0.0010418783876470598,13927,0.0005,0.9,1e-5
115,0.001073036990427697,13927,0.0005,0.9,1e-5
116,0.0009137734355120095,13927,0.0005,0.9,1e-5
117,0.0010772854132943086,13927,0.0005,0.9,1e-5
118,0.001008545520192513,13927,0.0005,0.9,1e-5
119,0.0010276481761716026,13927,0.0005,0.9,1e-5
120,0.0010754763743727744,13927,0.0005,0.9,1e-5
121,0.0010618039242269316,13927,0.0005,0.9,1e-5
122,0.001076889346199127,13927,0.0005,0.9,1e-5
123,0.0011383962037188771,13927,0.0005,0.9,1e-5
124,0.0010044888628894775,13927,0.0005,0.9,1e-5
125,0.0010991443096172516,13927,0.0005,0.9,1e-5
126,0.001070004298779629,13927,0.0005,0.9,1e-5
127,0.0011746780470562545,13927,0.0005,0.9,1e-5
128,0.001066981833632617,13927,0.0005,0.9,1e-5
129,0.0008625248217264461,13927,0.0005,0.9,1e-5
130,0.0009943348601134426,13927,0.0005,0.9,1e-5
131,0.0011334582613742397,13927,0.0005,0.9,1e-5
132,0.001028313344181655,13927,0.0005,0.9,1e-5
133,0.001043625070943274,13927,0.0005,0.9,1e-5
134,0.0010618732777514864,13927,0.0005,0.9,1e-5
135,0.0010384282398423115,13927,0.0005,0.9,1e-5
136,0.0011110591472635223,13927,0.0005,0.9,1e-5
137,0.0014156023926360866,13927,0.0005,0.9,1e-5
138,0.0011913942773314017,13927,0.0005,0.9,1e-5
139,0.0015024037658272153,13927,0.0005,0.9,1e-5
140,0.0008687086003889931,13927,0.0005,0.9,1e-5
141,0.0010642291097684177,13927,0.0005,0.9,1e-5
142,0.0017142592750545521,13927,0.0005,0.9,1e-5
143,0.0010300814687552464,13927,0.0005,0.9,1e-5
144,0.001567716506237469,13927,0.0005,0.9,1e-5
145,0.0015450130726158515,13927,0.0005,0.9,1e-5
146,0.0013899141866020796,13927,0.0005,0.9,1e-5
147,0.0010503828336829652,13927,0.0005,0.9,1e-5
148,0.0014927655145793829,13927,0.0005,0.9,1e-5
149,0.0013768476031808762,13927,0.0005,0.9,1e-5
150,0.0011722220616845838,13927,0.0005,0.9,1e-5
151,0.001104264053803226,13927,0.0005,0.9,1e-5
152,0.0009817060777426122,13927,0.0005,0.9,1e-5
153,0.0015281323541434407,13927,0.0005,0.9,1e-5
154,0.0011473131582539233,13927,0.0005,0.9,1e-5
155,0.0011489734503548862,13927,0.0005,0.9,1e-5
156,0.0011599673752183098,13927,0.0005,0.9,1e-5
157,0.001225070543006879,13927,0.0005,0.9,1e-5
158,0.0010203278329599726,13927,0.0005,0.9,1e-5
159,0.001258629470899677,13927,0.0005,0.9,1e-5
160,0.0011253863163701626,13927,0.0005,0.9,1e-5
161,0.0010620931393567192,13927,0.0005,0.9,1e-5
162,0.001138150490773218,13927,0.0005,0.9,1e-5
163,0.0010652553830968255,13927,0.0005,0.9,1e-5
164,0.0011741258370487966,13927,0.0005,0.9,1e-5
165,0.0010982056250638068,13927,0.0005,0.9,1e-5
166,0.0010579936631958452,13927,0.0005,0.9,1e-5
167,0.0011615626878696823,13927,0.0005,0.9,1e-5
168,0.0010451021251469557,13927,0.0005,0.9,1e-5
169,0.001177184095307166,13927,0.0005,0.9,1e-5
170,0.0013497750780245713,13927,0.0005,0.9,1e-5
171,0.0010817097953553104,13927,0.0005,0.9,1e-5
172,0.0015476584313998923,13927,0.0005,0.9,1e-5
173,0.0011992073692213261,13927,0.0005,0.9,1e-5
174,0.0010390578154121281,13927,0.0005,0.9,1e-5
175,0.001243618520667072,13927,0.0005,0.9,1e-5
176,0.0011313335089566726,13927,0.0005,0.9,1e-5
177,0.0011156012770824327,13927,0.0005,0.9,1e-5
178,0.001194566419614456,13927,0.0005,0.9,1e-5
179,0.0010759951824716625,13927,0.0005,0.9,1e-5
180,0.0012501503993153729,13927,0.0005,0.9,1e-5
181,0.001104161721189595,13927,0.0005,0.9,1e-5
182,0.0018899913663952114,13927,0.0005,0.9,1e-5
183,0.0015038244363075578,13927,0.0005,0.9,1e-5
184,0.0010844290226719772,13927,0.0005,0.9,1e-5
185,0.0011765592225549367,13927,0.0005,0.9,1e-5
186,0.0010413692079799272,13927,0.0005,0.9,1e-5
187,0.0010299197571933957,13927,0.0005,0.9,1e-5
188,0.0011191733937335787,13927,0.0005,0.9,1e-5
189,0.0010851165396715968,13927,0.0005,0.9,1e-5
190,0.0011763480141938434,13927,0.0005,0.9,1e-5
191,0.0011528851496259943,13927,0.0005,0.9,1e-5
192,0.0011694954683554941,13927,0.0005,0.9,1e-5
193,0.0010957780858550363,13927,0.0005,0.9,1e-5
194,0.0010821458127737123,13927,0.0005,0.9,1e-5
195,0.0010876120392753223,13927,0.0005,0.9,1e-5
196,0.0011463638818098038,13927,0.0005,0.9,1e-5
197,0.0011577480939386786,13927,0.0005,0.9,1e-5
198,0.0009742781040305842,13927,0.0005,0.9,1e-5
199,0.0010995650411035995,13927,0.0005,0.9,1e-5
200,0.0007367405115338969,2785,0.0005,0.9,1e-7
201,0.0006920675103247051,2785,0.0005,0.9,1e-7
202,0.00014825768810435448,2785,0.0005,0.9,1e-7
203,0.0005006853856930049,2785,0.0005,0.9,1e-7
204,0.0007871858527695389,2785,0.0005,0.9,1e-7
205,0.0006151448148558311,2785,0.0005,0.9,1e-7
206,0.0005912630538677049,2785,0.0005,0.9,1e-7
207,0.0005514117955809514,2785,0.0005,0.9,1e-7
208,0.0007337552767947525,2785,0.0005,0.9,1e-7
209,0.0006494907448404854,2785,0.0005,0.9,1e-7
210,0.0007388915255906191,2785,0.0005,0.9,1e-7
211,0.00010333356944327148,2785,0.0005,0.9,1e-7
212,0.0008176008779948923,2785,0.0005,0.9,1e-7
213,0.0007006625398379958,2785,0.0005,0.9,1e-7
214,0.0007006159247118318,2785,0.0005,0.9,1e-7
215,0.0007135947153412067,2785,0.0005,0.9,1e-7
216,0.0007730534525018191,2785,0.0005,0.9,1e-7
217,0.0006049332683082538,2785,0.0005,0.9,1e-7
218,0.0007385485053707747,2785,0.0005,0.9,1e-7
219,0.0003781807193127212,2785,0.0005,0.9,1e-7
220,0.000753471656185023,2785,0.0005,0.9,1e-7
221,0.000789245961186146,2785,0.0005,0.9,1e-7
222,0.0007165563738939071,2785,0.0005,0.9,1e-7
223,0.00039662364173969575,2785,0.0005,0.9,1e-7
224,0.0006329831097829641,2785,0.0005,0.9,1e-7
225,0.0004936156685393554,2785,0.0005,0.9,1e-7
226,0.0006975453868416406,2785,0.0005,0.9,1e-7
227,0.0007048006426942543,2785,0.0005,0.9,1e-7
228,0.0007538469002038001,2785,0.0005,0.9,1e-7
229,0.0004843092860097216,2785,0.0005,0.9,1e-7
230,0.0006482225345248125,2785,0.0005,0.9,1e-7
231,0.0007557576255286304,2785,0.0005,0.9,1e-7
232,0.0007006780251303381,2785,0.0005,0.9,1e-7
233,0.0006879602990625469,2785,0.0005,0.9,1e-7
234,0.0006950793661477233,2785,0.0005,0.9,1e-7
235,0.00018358885945502632,2785,0.0005,0.9,1e-7
236,0.0007263698546773448,2785,0.0005,0.9,1e-7
237,0.0006711314709989308,2785,0.0005,0.9,1e-7
238,0.0006286862666496988,2785,0.0005,0.9,1e-7
239,0.0008015992709390122,2785,0.0005,0.9,1e-7
240,0.0006859942970850093,2785,0.0005,0.9,1e-7
241,0.0007080165320987228,2785,0.0005,0.9,1e-7
242,0.0005728903204639305,2785,0.0005,0.9,1e-7
243,0.0007330511156447419,2785,0.0005,0.9,1e-7
244,0.0007800147682779782,2785,0.0005,0.9,1e-7
245,0.0007166311468344323,2785,0.0005,0.9,1e-7
246,0.0007131754062020718,2785,0.0005,0.9,1e-7
247,0.0004187069205306213,2785,0.0005,0.9,1e-7
248,0.0006394724915842085,2785,0.0005,0.9,1e-7
249,0.0007697475502362954,2785,0.0005,0.9,1e-7
250,0.0006355323854358392,2785,0.0005,0.9,1e-7
251,0.0006786222685612396,2785,0.0005,0.9,1e-7
252,0.0008425870762714296,2785,0.0005,0.9,1e-7
253,0.000584164099578755,2785,0.0005,0.9,1e-7
254,0.001033621769963104,2785,0.0005,0.9,1e-7
255,0.0007658355623658889,2785,0.0005,0.9,1e-7
256,0.0005862106579483188,2785,0.0005,0.9,1e-7
257,0.0005029872272066675,2785,0.0005,0.9,1e-7
258,0.000798583080856615,2785,0.0005,0.9,1e-7
259,0.0007465744621608161,2785,0.0005,0.9,1e-7
260,0.0007914282051949502,2785,0.0005,0.9,1e-7
261,0.0007815106846555766,2785,0.0005,0.9,1e-7
262,0.0004068316660197095,2785,0.0005,0.9,1e-7
263,0.0007792798890901246,2785,0.0005,0.9,1e-7
264,0.0007480267282706975,2785,0.0005,0.9,1e-7
265,0.0012232968395775542,2785,0.0005,0.9,1e-7
266,0.0007113367814871453,2785,0.0005,0.9,1e-7
267,0.0011365630828999052,2785,0.0005,0.9,1e-7
268,0.0005954034044948878,2785,0.0005,0.9,1e-7
269,0.000754885721545631,2785,0.0005,0.9,1e-7
270,0.000695361041076483,2785,0.0005,0.9,1e-7
271,0.0002894203996102761,2785,0.0005,0.9,1e-7
272,0.0007283669849916087,2785,0.0005,0.9,1e-7
273,0.0006852601623725401,2785,0.0005,0.9,1e-7
274,0.0007215677013275325,2785,0.0005,0.9,1e-7
275,0.0007418795670765751,2785,0.0005,0.9,1e-7
276,0.0005654141943130251,2785,0.0005,0.9,1e-7
277,0.0007443659256190579,2785,0.0005,0.9,1e-7
278,0.0006455757387176653,2785,0.0005,0.9,1e-7
279,0.0007601467919691575,2785,0.0005,0.9,1e-7
280,0.0005571680601087702,2785,0.0005,0.9,1e-7
281,0.00028809023611713974,2785,0.0005,0.9,1e-7
282,0.0006145238295026259,2785,0.0005,0.9,1e-7
283,0.0004934860138033492,2785,0.0005,0.9,1e-7
284,0.00038337284754745083,2785,0.0005,0.9,1e-7
285,0.0003699624201502844,2785,0.0005,0.9,1e-7
286,0.0007564078202017907,2785,0.0005,0.9,1e-7
287,0.0007776766541596042,2785,0.0005,0.9,1e-7
288,0.0005437363623570407,2785,0.0005,0.9,1e-7
289,0.0008372758627391788,2785,0.0005,0.9,1e-7
290,0.0002068639838855194,2785,0.0005,0.9,1e-7
291,0.0005972715147113198,2785,0.0005,0.9,1e-7
292,0.0005930641334718819,2785,0.0005,0.9,1e-7
293,0.0007910525398855989,2785,0.0005,0.9,1e-7
294,0.0001544690606586333,2785,0.0005,0.9,1e-7
295,0.0005328375329169414,2785,0.0005,0.9,1e-7
296,0.0005604064156357298,2785,0.0005,0.9,1e-7
297,0.0006151211774935799,2785,0.0005,0.9,1e-7
298,0.0006936575446235302,2785,0.0005,0.9,1e-7
299,0.0006485269399938916,2785,0.0005,0.9,1e-7
300,0.002400440554628582,2785,0.00025,0.9,1e-7
301,0.00043725579205242934,2785,0.00025,0.9,1e-7
302,0.000683898288056011,2785,0.00025,0.9,1e-7
303,0.0009836738129827,2785,0.00025,0.9,1e-7
304,0.00042366108461653273,2785,0.00025,0.9,1e-7
305,0.002951129343198471,2785,0.00025,0.9,1e-7
306,0.002140590126032017,2785,0.00025,0.9,1e-7
307,0.0004030161152975704,2785,0.00025,0.9,1e-7
308,0.0028980765090667816,2785,0.00025,0.9,1e-7
309,0.002449309744608341,2785,0.00025,0.9,1e-7
310,8.81906722700358e-05,2785,0.00025,0.9,1e-7
311,0.0007125410624686026,2785,0.00025,0.9,1e-7
312,0.00010439496130419882,2785,0.00025,0.9,1e-7
313,9.440771425710533e-05,2785,0.00025,0.9,1e-7
314,0.00076063187569143,2785,0.00025,0.9,1e-7
315,0.0033287971638060344,2785,0.00025,0.9,1e-7
316,0.002571458838614683,2785,0.00025,0.9,1e-7
317,0.0002199789418980504,2785,0.00025,0.9,1e-7
318,0.0016829998654801775,2785,0.00025,0.9,1e-7
319,0.0005287713658670876,2785,0.00025,0.9,1e-7
320,0.0014570548298756128,2785,0.00025,0.9,1e-7
321,0.001483916662017935,2785,0.00025,0.9,1e-7
322,0.002724368622596273,2785,0.00025,0.9,1e-7
323,0.0024696308111228117,2785,0.00025,0.9,1e-7
324,0.002733436741142291,2785,0.00025,0.9,1e-7
325,0.00022397152391852852,2785,0.00025,0.9,1e-7
326,0.0027877450728453156,2785,0.00025,0.9,1e-7
327,0.0020638233659017674,2785,0.00025,0.9,1e-7
328,0.0026209159638607175,2785,0.00025,0.9,1e-7
329,0.0005508485553194616,2785,0.00025,0.9,1e-7
330,0.0004181958715301921,2785,0.00025,0.9,1e-7
331,0.0029026434021608206,2785,0.00025,0.9,1e-7
332,0.00041419123077216717,2785,0.00025,0.9,1e-7
333,0.00321199784896204,2785,0.00025,0.9,1e-7
334,0.00038699130096237817,2785,0.00025,0.9,1e-7
335,0.002582791326056726,2785,0.00025,0.9,1e-7
336,0.003092448055124306,2785,0.00025,0.9,1e-7
337,0.0007781552231275193,2785,0.00025,0.9,1e-7
338,0.00020054936368172277,2785,0.00025,0.9,1e-7
339,0.0025108280155081843,2785,0.00025,0.9,1e-7
340,0.002536837297609084,2785,0.00025,0.9,1e-7
341,0.0002252070978815614,2785,0.00025,0.9,1e-7
342,0.0013774711896381603,2785,0.00025,0.9,1e-7
343,0.0020514634687048582,2785,0.00025,0.9,1e-7
344,0.002831943611423332,2785,0.00025,0.9,1e-7
345,0.0014666975778082063,2785,0.00025,0.9,1e-7
346,0.0026847658902435434,2785,0.00025,0.9,1e-7
347,0.00022401289166526172,2785,0.00025,0.9,1e-7
348,0.00021870576122388967,2785,0.00025,0.9,1e-7
349,0.002232355873461876,2785,0.00025,0.9,1e-7
350,0.0005318857820642086,2785,0.00025,0.9,1e-7
351,0.0010183234105622184,2785,0.00025,0.9,1e-7
352,0.002529432829904086,2785,0.00025,0.9,1e-7
353,0.000802938993947153,2785,0.00025,0.9,1e-7
354,0.00010421960609583749,2785,0.00025,0.9,1e-7
355,0.00010729753597447942,2785,0.00025,0.9,1e-7
356,0.0014440669589060114,2785,0.00025,0.9,1e-7
357,0.00044085996002583925,2785,0.00025,0.9,1e-7
358,0.002588753280614012,2785,0.00025,0.9,1e-7
359,0.0023983788582893593,2785,0.00025,0.9,1e-7
360,0.0029981843532156383,2785,0.00025,0.9,1e-7
361,0.0017912431432627845,2785,0.00025,0.9,1e-7
362,0.0008868289473541593,2785,0.00025,0.9,1e-7
363,0.0044244832302599655,2785,0.00025,0.9,1e-7
364,0.002059619716369555,2785,0.00025,0.9,1e-7
365,0.000224084584967745,2785,0.00025,0.9,1e-7
366,0.002780127197853125,2785,0.00025,0.9,1e-7
367,0.000607642678404739,2785,0.00025,0.9,1e-7
368,0.00023505696378381958,2785,0.00025,0.9,1e-7
369,0.00026277349964846133,2785,0.00025,0.9,1e-7
370,0.0005959984128087704,2785,0.00025,0.9,1e-7
371,0.0021306345857802613,2785,0.00025,0.9,1e-7
372,0.0028112446059401423,2785,0.00025,0.9,1e-7
373,0.0008755081882915394,2785,0.00025,0.9,1e-7
374,0.0007495880939297345,2785,0.00025,0.9,1e-7
375,0.002034720563869136,2785,0.00025,0.9,1e-7
376,0.0025982048626724723,2785,0.00025,0.9,1e-7
377,0.0026156953933480576,2785,0.00025,0.9,1e-7
378,0.00014794384314494984,2785,0.00025,0.9,1e-7
379,0.0024281386854362245,2785,0.00025,0.9,1e-7
380,0.0006941910510148143,2785,0.00025,0.9,1e-7
381,0.0003354399736139642,2785,0.00025,0.9,1e-7
382,0.00018941650694002336,2785,0.00025,0.9,1e-7
383,8.675112833710486e-05,2785,0.00025,0.9,1e-7
384,0.0006954351892423011,2785,0.00025,0.9,1e-7
385,0.00023338867576765403,2785,0.00025,0.9,1e-7
386,0.00035146588186792945,2785,0.00025,0.9,1e-7
387,0.003386745936639903,2785,0.00025,0.9,1e-7
388,0.0004137282045972275,2785,0.00025,0.9,1e-7
389,7.315686834958198e-05,2785,0.00025,0.9,1e-7
390,0.00012605807482867076,2785,0.00025,0.9,1e-7
391,0.001603168798637051,2785,0.00025,0.9,1e-7
392,0.00018544378164539715,2785,0.00025,0.9,1e-7
393,0.002455574411983338,2785,0.00025,0.9,1e-7
394,0.0025285894279628543,2785,0.00025,0.9,1e-7
395,0.0013824182246212529,2785,0.00025,0.9,1e-7
396,0.0001715277736919046,2785,0.00025,0.9,1e-7
397,0.0006190865261198649,2785,0.00025,0.9,1e-7
398,0.002214468628665207,2785,0.00025,0.9,1e-7
399,0.00038068867263442544,2785,0.00025,0.9,1e-7
400,0.002869872209695787,278,0.0005,0.9,1e-6
401,0.002147548485437085,278,0.0005,0.9,1e-6
402,0.0012001579499144627,278,0.0005,0.9,1e-6
403,0.001801589912989912,278,0.0005,0.9,1e-6
404,0.0032238220919684007,278,0.0005,0.9,1e-6
405,0.0032682332246181593,278,0.0005,0.9,1e-6
406,0.001999087464563385,278,0.0005,0.9,1e-6
407,0.004466233528906017,278,0.0005,0.9,1e-6
408,0.0052169670918723494,278,0.0005,0.9,1e-6
409,0.00364758005186489,278,0.0005,0.9,1e-6
410,0.0018751160513095983,278,0.0005,0.9,1e-6
411,0.003922415152749801,278,0.0005,0.9,1e-6
412,0.0020907834599780905,278,0.0005,0.9,1e-6
413,0.0020549496605618564,278,0.0005,0.9,1e-6
414,0.0020568155864186866,278,0.0005,0.9,1e-6
415,0.0022507369350582528,278,0.0005,0.9,1e-6
416,0.0038962851146051225,278,0.0005,0.9,1e-6
417,0.0020814991113407453,278,0.0005,0.9,1e-6
418,0.00222297266434435,278,0.0005,0.9,1e-6
419,0.001663617681321203,278,0.0005,0.9,1e-6
420,0.0017379847150961064,278,0.0005,0.9,1e-6
421,0.001241705954331126,278,0.0005,0.9,1e-6
422,0.0019167687924538932,278,0.0005,0.9,1e-6
423,0.003308420460000032,278,0.0005,0.9,1e-6
424,0.0011682480015050964,278,0.0005,0.9,1e-6
425,0.0022460040874812837,278,0.0005,0.9,1e-6
426,0.004012719513040449,278,0.0005,0.9,1e-6
427,0.0012962708983016182,278,0.0005,0.9,1e-6
428,0.002417876571095693,278,0.0005,0.9,1e-6
429,0.0022994235885389186,278,0.0005,0.9,1e-6
430,0.002150833547124299,278,0.0005,0.9,1e-6
431,0.0019511866649732357,278,0.0005,0.9,1e-6
432,0.002268651392293275,278,0.0005,0.9,1e-6
433,0.003882945383420887,278,0.0005,0.9,1e-6
434,0.002154154612193102,278,0.0005,0.9,1e-6
435,0.002011463061634055,278,0.0005,0.9,1e-6
436,0.0018822618250449374,278,0.0005,0.9,1e-6
437,0.003526422169537659,278,0.0005,0.9,1e-6
438,0.0030922781714299487,278,0.0005,0.9,1e-6
439,0.002688842644141453,278,0.0005,0.9,1e-6
440,0.0012195447039779325,278,0.0005,0.9,1e-6
441,0.0012416452726097937,278,0.0005,0.9,1e-6
442,0.0040615016101680414,278,0.0005,0.9,1e-6
443,0.0017258579227007159,278,0.0005,0.9,1e-6
444,0.002574840213168143,278,0.0005,0.9,1e-6
445,0.002057084313362481,278,0.0005,0.9,1e-6
446,0.002180046441167994,278,0.0005,0.9,1e-6
447,0.0019474241739354061,278,0.0005,0.9,1e-6
448,0.003336536940634953,278,0.0005,0.9,1e-6
449,0.0017820066183437257,278,0.0005,0.9,1e-6
450,0.0021497706120469848,278,0.0005,0.9,1e-6
451,0.0011460452396887238,278,0.0005,0.9,1e-6
452,0.001193766246085571,278,0.0005,0.9,1e-6
453,0.0018489943167412089,278,0.0005,0.9,1e-6
454,0.0019831344670666537,278,0.0005,0.9,1e-6
455,0.003302422602849203,278,0.0005,0.9,1e-6
456,0.0032215058397990826,278,0.0005,0.9,1e-6
457,0.003132081523061234,278,0.0005,0.9,1e-6
458,0.004391156213649061,278,0.0005,0.9,1e-6
459,0.00274504802551212,278,0.0005,0.9,1e-6
460,0.0036501050695272852,278,0.0005,0.9,1e-6
461,0.0029799772605876374,278,0.0005,0.9,1e-6
462,0.003154906978712686,278,0.0005,0.9,1e-6
463,0.0030382203817230892,278,0.0005,0.9,1e-6
464,0.0028668912427634325,278,0.0005,0.9,1e-6
465,0.0031027553545848225,278,0.0005,0.9,1e-6
466,0.001869764622528906,278,0.0005,0.9,1e-6
467,0.0020048486036755337,278,0.0005,0.9,1e-6
468,0.0016125425152705816,278,0.0005,0.9,1e-6
469,0.002779335625265327,278,0.0005,0.9,1e-6
470,0.003434163601252624,278,0.0005,0.9,1e-6
471,0.003440306972940853,278,0.0005,0.9,1e-6
472,0.0030342311874753114,278,0.0005,0.9,1e-6
473,0.0031193554167068885,278,0.0005,0.9,1e-6
474,0.0028716105888386078,278,0.0005,0.9,1e-6
475,0.0028071648610887203,278,0.0005,0.9,1e-6
476,0.0026905611915736677,278,0.0005,0.9,1e-6
477,0.0024689860419611284,278,0.0005,0.9,1e-6
478,0.0032263559908354803,278,0.0005,0.9,1e-6
479,0.0014981747679327006,278,0.0005,0.9,1e-6
480,0.0011043157232483406,278,0.0005,0.9,1e-6
481,0.003040296659493613,278,0.0005,0.9,1e-6
482,0.0018172028802629593,278,0.0005,0.9,1e-6
483,0.002571067368888285,278,0.0005,0.9,1e-6
484,0.0011727579283690407,278,0.0005,0.9,1e-6
485,0.0030962680679601337,278,0.0005,0.9,1e-6
486,0.002035672907663309,278,0.0005,0.9,1e-6
487,0.0019321618578912615,278,0.0005,0.9,1e-6
488,0.0011588627702381646,278,0.0005,0.9,1e-6
489,0.004337196608911272,278,0.0005,0.9,1e-6
